id,name,rating,reviews,bathrooms,beds,guests,toilets,bedrooms,studios,checkin,checkout,host_id,country,family_suitability,price_fix,safety,natural_condition,work_suitability
3725097,11 th CENTURY DUNGEON in the centre of Blois,4,54,1,3,4,0,2,0,0,0,19037314.0,France,0,468.0,1,0,0
14500822,Prospect Point House Private Island Paradise Exuma,3,3,2,3,8,0,3,0,2,2,89538694.0,Bahamas,0,4563.0,1,0,2
50924974,"Private room  , Ground Floor room",5,7,1,1,2,0,1,0,2,1,156395806.0,India,2,34.0,1,1,2
597051092954032295,Lonchenpa Bnb N3 | 5min walk from Mall Road,4,13,1,1,2,0,1,0,2,0,392833320.0,India,1,68.0,3,0,1
625787766572743053,Private budget room with village views,5,8,1,1,2,0,1,0,2,0,433767878.0,India,3,30.0,2,2,2
623499984203397321,"Beautiful  rooms with balcony , wifi and parking",0,2,1,2,4,0,1,0,3,0,353459955.0,India,2,13.0,1,0,2
47753809,Rockwoodbnb Deodar,4,22,1,1,2,0,1,0,2,1,92564517.0,India,3,57.0,3,0,2
23734078,Homestay,4,135,1,1,2,0,1,0,2,2,96967176.0,India,3,44.0,0,0,3
13554044,Cozy room for travelers★THE DUFFDUN HOUSE,4,16,1,1,2,0,1,0,2,2,78055977.0,India,1,217.0,1,0,1
598980174787084790,Workstation | Mountain view|  Homestay | Peace,0,0,1,1,10,0,1,0,1,1,452983131.0,India,2,58.0,1,0,2
16195407,Southgate-Kasauli,4,64,1,1,3,0,1,0,2,1,2263160.0,India,1,285.0,1,0,1
17627349,HBA Mud House : Family Loft Studio kitchen,5,13,1,4,6,0,1,0,1,0,43941383.0,India,2,108.0,1,1,2
635835879799456859,"Charming 2-Bedroom with Pool, Tirthan Valley",0,1,2,2,6,0,2,0,2,0,241451975.0,India,2,380.0,3,1,2
51009853,Mountain Lodge in the midst of an Apple Orchard,4,3,5,5,15,0,5,0,3,2,239902757.0,India,2,204.0,3,0,2
52505611,A Mudhouse In A Resort| Chhet,0,0,1,1,4,0,1,0,2,0,157378426.0,India,2,190.0,1,0,1
49495250,Work from Mountain (Separate Balcony with view),0,1,1,1,2,0,1,0,2,1,273684433.0,India,1,50.0,1,0,1
50569017,Family Suite | Zostel Homes Mashobra,0,2,1,2,4,0,1,0,2,1,156292477.0,India,1,154.0,1,2,1
45825582,Wooded Bliss Manali | 2 Bed Rooms | Workation,4,5,2,2,4,0,2,0,2,2,20186119.0,India,2,171.0,1,0,1
49391858,"The""Woodenhouse Deohari valley""",0,0,2,5,10,0,3,0,1,2,252078099.0,India,3,42.0,1,2,2
48039950,"Bluehouse by the river, Tirthan Valley | 1 room",0,1,1,1,3,0,1,0,2,0,377001321.0,India,3,266.0,3,0,0
53975338,Executive Studio Apartment MG Road,4,8,1,1,3,0,1,0,2,2,2052845.0,India,0,120.0,3,0,3
6495100,10 PACK VILLA GROUP PACKAGE,4,26,4,0,16,0,4,0,0,1,22224913.0,India,2,990.0,1,0,1
13653497,Family suite with mountain view ★ DUFFDUN HOUSE,5,8,1,3,4,0,2,0,2,2,78055977.0,India,1,369.0,1,1,1
51379747,Hostelite World,0,0,1,1,3,0,1,0,2,1,135480025.0,India,2,72.0,1,1,2
48036974,3 BedRooms with Lush Green Garden for Celebration,5,4,3,6,6,0,3,0,2,0,374129463.0,India,2,278.0,1,0,3
53118086,Rustic Wood House #3 | Jibhi | Tirthan Valley,0,1,1,0,2,0,1,0,3,2,339634199.0,India,2,61.0,1,0,0
38004076,The Winterfell Lodge,0,1,2,2,2,0,2,0,1,2,98337681.0,India,2,32.0,1,0,1
51841357,UNDER THE HIMALAYAN SUN a comforting cozy WFH Stay,0,2,1,1,2,0,1,0,1,1,20555424.0,India,1,182.0,3,1,2
50803710,The Himalayan Heaven,0,2,4,3,6,0,3,0,2,2,410619960.0,India,1,228.0,1,1,2
10540466,TRENDY BED & BREAKFAST/SERVICE APT.,4,36,1,2,3,0,1,0,2,2,1420268.0,India,2,117.0,2,0,2
39091039,3 Bedroom | Hillock Kasauli | Veg Food,0,2,3,6,9,0,3,0,2,2,296664678.0,India,2,342.0,1,0,1
29300926,Parvatah Boutique King room (With Breakfast),0,1,1,2,3,0,1,0,2,2,220724258.0,India,1,104.0,3,0,0
24348050,Room No.1 with Private Patio and fast wifi,5,11,1,3,2,0,1,0,2,1,36199611.0,India,3,177.0,3,0,2
47736538,Woodland Chalet: Snow land,0,1,0,1,2,1,1,0,2,1,294856196.0,India,2,57.0,1,0,2
588984959835690677,Monkwood House_Room 2,0,0,1,1,2,0,1,0,2,1,247617300.0,India,3,38.0,4,1,2
42831563,"MODERN FAMILY HOUSE, AC, FREE BREAKFAST,★ ★ ★ ★ ★",5,9,3,3,11,0,3,0,2,2,237539960.0,India,1,127.0,3,0,2
47286630,Warm & Comfortable Stay  Near Galleria,0,1,0,20,2,0,20,0,3,0,163026230.0,India,1,76.0,0,0,3
621338038811445099,Green Serene Abode Homestay in Meerut.,0,0,1,2,3,0,1,0,1,2,5461650.0,India,4,77.0,2,0,2
548596408102587948,Premium Suite with Bathtub,0,0,1,1,2,0,1,0,2,1,258298789.0,India,1,158.0,1,0,2
26693786,One Bedroom |Grandma Stokes BNB | Tranquil Abode,5,3,1,2,3,0,1,0,2,2,61025734.0,India,1,171.0,1,0,1
32566384,Ishan log huts-A boutique home Stay since 1999,0,1,7,11,12,0,7,0,0,2,189911430.0,India,3,249.0,1,1,2
30455105,Cozy 6 person family room w shared baths,0,0,1,6,6,0,1,0,2,1,228653755.0,India,0,83.0,3,0,2
52293471,StayVista at The Lama House - 4BR,0,0,4,4,12,0,4,0,2,1,262573392.0,India,1,699.0,1,0,1
49358938,Shiv Om Homestead Shilha Village,0,0,1,2,4,0,2,0,3,2,388960431.0,India,2,46.0,1,2,2
5205425,Haveli  - Large room in Art & Book filled mansion!,4,38,1,2,2,0,1,0,3,2,14819786.0,India,3,152.0,1,0,2
46021483,Luxury Cottage with ePic view Manali,0,0,2,2,4,0,2,0,0,0,188134439.0,India,3,381.0,2,0,1
52591630,"TIRTHAN CREST 
Homestay 
TIRTHAN JIBHI VALLEY",0,0,10,17,16,0,8,0,0,0,379776105.0,India,1,31.0,3,0,2
24573320,near mall road,0,0,5,5,10,0,10,0,2,0,80617759.0,India,2,380.0,1,0,1
12765832,Stone Cottage Room | Vaatalya Community Retreat,0,1,2,2,6,0,2,0,2,2,62876815.0,India,1,114.0,1,1,2
600358837697961005,Room available with  free parking,0,0,1,16,16,0,1,0,2,0,453284323.0,India,0,76.0,3,0,2
41920275,Gracious by Vishesh Hotels & Home Stay-1,4,5,1,2,4,0,2,0,2,1,305645081.0,India,2,122.0,1,0,2
435930,Nina Kochhar's Homestay,4,34,1,1,2,0,1,0,0,0,2165624.0,India,2,145.0,1,0,2
42895969,"Forktail, Jujurana Stays",0,0,1,2,3,0,1,0,2,0,20991816.0,India,0,209.0,2,0,1
19866032,Double Room in the Hills of Solan,0,1,2,2,4,0,2,0,2,2,120976629.0,India,2,228.0,1,0,1
53776051,"Nightingale's nest
A cozy private bedroom",0,1,1,1,2,0,1,0,0,0,435545399.0,India,0,65.0,1,0,1
52819452,Welcoming12 great  bedrooms with Bed and Breakfast,0,0,18,30,2,0,12,0,2,0,427623207.0,India,2,114.0,3,1,2
18368983,The Luxury Hideaway 4BR - TLH Forest Way Cottage,0,0,4,4,9,0,4,0,2,1,68550345.0,India,2,760.0,1,0,1
567288990665458003,Premium Suite Room ~ Breathtaking Mountain-views,0,0,1,1,3,0,1,0,2,1,295394217.0,India,0,229.0,3,0,0
5622587,Spacious Apmt in CR Park - Room 1,0,2,1,2,2,0,1,0,0,0,22748941.0,India,1,57.0,1,0,2
42026138,Cosy and tasteful room in the perfect location,0,2,1,3,2,0,1,0,2,0,1347317.0,India,2,75.0,1,0,2
17582785,1 Room☆South Delhi☆Safe☆GK-2,4,3,1,1,2,0,1,0,2,1,2542170.0,India,3,97.0,1,0,3
53743817,StayVista at Casa Bella Vista 1BRw/Royal Interiors,0,0,1,1,3,0,1,0,2,0,262573392.0,India,1,211.0,1,0,2
37841179,★ Farmhouse for your Socially-Distanced Parties ★,0,1,2,2,10,0,2,0,2,2,91268233.0,India,1,1940.0,1,0,2
31775912,Elegant 1 Bedroom -With Bath- Near Metro/Market,4,9,1,1,2,0,1,0,2,2,2200488.0,India,1,86.0,1,0,2
48200025,"“ROOM1 AC, FREE BREAKFAST.★ ★ ★ ★ ★ MODERN HOUSE",0,1,1,1,3,0,1,0,2,2,237539960.0,India,1,45.0,3,0,2
24433587,"Huge Luxurious room in B2, Safdarjung Enclave",4,4,1,1,2,0,1,0,2,0,183653038.0,India,1,133.0,3,0,2
8976535,"Safe, Clean, Comfy En-suite Room in City Center!",4,18,1,1,3,0,1,0,2,1,12683838.0,India,0,89.0,3,0,2
53406627,RANA’S Holiday Inn Bedroom &breakfast with Parking,0,1,1,2,4,0,2,0,0,0,407081313.0,India,0,57.0,2,0,1
51421445,THE WESTBERRY SAPPHIRE,0,0,7,10,2,0,7,0,2,0,415189056.0,India,1,133.0,0,0,1
413953,Home Stay with AC room near to Metro,4,25,1,2,3,0,1,0,2,2,2059586.0,India,1,152.0,3,0,2
31371845,Pvt comfy room in family run homestay with kitchen,5,3,1,2,3,0,1,0,2,2,1698034.0,India,1,93.0,3,0,2
5500466,Haveli  - Large room in Art & Book filled mansion!,5,3,1,2,2,0,1,0,0,0,14819786.0,India,0,188.0,1,0,2
595190691284598170,2 Bedroom With a Private Balcony in Manali,0,0,1,2,4,0,2,0,2,0,452190399.0,India,2,81.0,3,0,2
17037164,Angel's Nest-A Haven for Female Travellers!,5,3,1,1,3,0,1,0,1,2,114322815.0,India,3,78.0,1,0,2
25278374,Cosy room in Tirthan valley 4,0,1,1,1,2,0,1,0,2,0,189884217.0,India,2,57.0,1,0,0
24589353,Bed & Oats - Private Bedroom in Gurgaon -2,0,1,1,2,2,0,1,0,2,2,158806159.0,India,2,85.0,1,0,2
52162851,Vibrant Room In A Beautiful Cottage| Hatu Peak,0,0,1,2,5,0,1,0,2,1,157378426.0,India,2,190.0,1,0,2
36512184,Offbeat Abodes @Tirthan Valley River Side Room 102,0,0,1,1,3,0,0,1,2,2,164404220.0,India,3,228.0,1,0,1
41757870,Indira Homes'B&B',0,0,1,1,2,0,1,0,3,0,180451588.0,India,1,57.0,2,0,2
32093475,Shanti Niwas with Breakfast And Bed,0,0,1,1,4,0,1,0,1,2,239283685.0,India,1,51.0,1,0,2
599259,Harrys - Patio Attached Luxury Room,5,3,1,1,2,0,1,0,1,1,2319023.0,India,0,91.0,1,0,2
19307597,"ParkView GuestHouse,VasantKunj 2",0,2,1,1,3,0,1,0,2,2,84194754.0,India,0,95.0,1,0,2
48083490,Beautiful Room in an Award-winning Homestay,0,1,1,1,2,0,1,0,2,0,1347317.0,India,2,84.0,3,0,2
24596674,Meraki Cottages - Superior Room - Sunshine,0,0,1,1,2,0,1,0,2,2,184407925.0,India,2,133.0,1,0,1
17579142,Business Suite in DLF Phase 3,0,0,1,1,2,0,1,0,1,2,2385841.0,India,1,95.0,1,0,2
17579652,Deluxe Suite in heart of Gurgaon,0,0,1,1,2,0,1,0,1,1,2385841.0,India,1,95.0,1,0,2
36512434,Offbeat Abodes @Tirthan Valley River Side Room 201,0,0,1,1,3,0,0,1,2,2,164404220.0,India,3,228.0,1,0,1
13792927,Executive Room with Twin Beds in Central Delhi!,0,1,1,2,2,0,1,0,2,2,2181182.0,India,1,247.0,1,0,2
53944819,2Bhk 🏔Hampta Cottage| CentrallyHeated |River-view,0,0,2,2,6,0,2,0,0,0,408326184.0,India,0,228.0,2,0,2
24433149,Luxurious Comfortable Affordable stay @ Safdarjung,5,4,1,1,2,0,1,0,2,0,183653038.0,India,1,114.0,1,0,2
46079256,LivingStone Farmstay in Bir | Deluxe room balcony,0,0,1,1,2,0,1,0,2,1,223857088.0,India,1,76.0,1,1,1
47023306,Hamsa home stay Private deluxe room with WiFi.,0,0,1,1,2,0,1,0,2,1,229374815.0,India,3,133.0,1,0,1
587610612838986325,Comfortable guesthouse near Falachan river 6,0,0,1,1,2,0,1,0,2,1,189497210.0,India,1,95.0,1,0,2
607621237920159143,A private room with balcony @carrick cottages,0,0,1,1,2,0,1,0,0,0,434485539.0,India,0,95.0,3,0,2
627982548338504088,Premium Family Cottage,0,0,1,1,5,0,1,0,2,0,431057352.0,India,0,164.0,3,0,2
5500307,Haveli  - Large room in Art & Book filled mansion!,0,1,1,2,2,0,1,0,0,0,14819786.0,India,0,152.0,1,0,2
50797685,Simple Himachali Abode 1,4,14,1,1,2,0,1,0,1,0,345157418.0,India,0,40.0,3,2,0
498864907381691779,Luxury Room Great Mountain View,5,3,1,1,2,0,1,0,3,1,430556012.0,India,1,83.0,1,0,2
29031799,GILMORE STAY'S | PRIVATE ROOM IN 4 BHK |,4,57,1,1,2,0,1,0,2,1,181161302.0,India,2,50.0,3,0,2
40787827,Gracious by Vishesh Hotels & Home Stay-4,4,50,1,1,2,0,1,0,2,1,305645081.0,India,2,58.0,2,0,2
33625936,"Friendly Homestay in South Delhi, with Breakfast",4,24,1,2,4,0,1,0,2,2,231222416.0,India,1,110.0,3,0,2
199325,High standard Comfortable Stay,0,2,1,1,3,0,1,0,0,0,362987.0,India,1,114.0,1,0,2
9537581,Organic and relaxed homestay,4,35,1,1,2,0,1,0,0,0,10309727.0,India,2,58.0,1,0,2
35652038,Heaven's View B&B # 4 ❤️ - Mcleodganj,4,68,8,3,16,0,8,0,2,1,268213946.0,India,1,83.0,3,1,1
48928327,Glacier Mt. view Ride Inn Standard room in Manali,4,38,1,1,3,0,1,0,2,1,21874390.0,India,1,67.0,3,0,1
19170005,PARADISE NEST WATERFALL VILLA Palette RM + Lounge,4,172,1,3,4,0,1,0,2,1,132760190.0,India,2,301.0,2,1,2
616826814855521163,Heritage Mansion BnB with mount view- Jehlum room,4,18,1,1,4,0,1,0,2,0,456839385.0,India,1,132.0,1,1,2
13185211,The Abode - Shobla Pine Chalet - Room with balcony,4,52,1,1,3,0,1,0,2,1,27245058.0,India,2,95.0,3,0,1
13380582,Pearl of Taj Home Stay Near Taj Mahal,4,230,6,8,12,0,6,0,2,1,75560237.0,India,3,62.0,2,0,2
26695808,Royal Heritage Residency,4,42,1,1,3,0,1,0,2,1,109101306.0,India,2,122.0,3,0,2
46738630,Be My Guest Homestay - Home away from Home,4,17,4,5,10,0,4,0,2,1,377730807.0,India,2,46.0,1,1,2
48117812,Aasana Rishikesh Luxury Villa Floor with Pool,0,0,5,3,6,0,3,0,1,2,201702572.0,India,2,571.0,3,0,2
624500598745215918,Rays & Haze - Entire attic villa w/ free parking,4,5,6,5,12,0,5,0,1,1,458577721.0,India,1,456.0,2,1,2
52347034,PRIVATE ROOM 1 NGODRUB KHANGSAR HOMESTAY,5,5,5,5,10,0,5,0,0,2,36687850.0,India,0,170.0,1,0,2
596901746720345678,Calmshet Lakeview Room 2:  Art + pool + 3 meals,4,3,1,2,3,0,1,0,3,0,37295524.0,India,1,143.0,4,0,2
46228360,Waters edge....live the vibe always desired.,0,0,2,2,6,0,1,0,2,1,374393876.0,India,2,456.0,1,0,2
618025886367096898,Damyanti by  Sankotra Haveli Est 1727,4,8,1,1,2,0,1,0,2,1,20135111.0,India,1,98.0,1,0,2
2010269,"Magpie Villa, Jaipur",4,174,1,1,2,0,1,0,2,1,10345154.0,India,4,114.0,4,0,2
5500525,Haveli  - Large room in Art & Book filled mansion!,4,5,1,2,2,0,1,0,0,0,14819786.0,India,3,188.0,1,0,2
625216480862757181,01 Room-Hidden Gem- Cottage in the Woods Pahalgam,4,3,1,1,2,0,1,0,0,0,143528614.0,India,1,152.0,1,1,1
22911643,Secret Garden Bungalow (2 Private Bedrooms),4,36,2,2,4,0,2,0,2,1,166936433.0,India,1,236.0,1,0,1
49134101,Alaknanda @ Aashraya on the Ganga,0,1,1,3,4,0,1,0,2,1,34799940.0,India,2,262.0,1,1,1
40978661,"Burj Baneria, Lake Facing Boutique Homestay",4,5,1,1,2,0,1,0,2,1,319531423.0,India,1,146.0,1,1,1
592342502884902586,Family suite 2 bedroom with breakfast,4,7,3,2,6,0,2,0,2,1,107087428.0,India,2,210.0,2,0,2
41922239,Gracious by Vishesh Hotels & Home Stay-7,0,2,1,1,2,0,1,0,2,1,305645081.0,India,1,58.0,3,0,2
30867805,"CasaMo, Silver Oak",4,3,6,5,16,0,5,0,2,1,25570500.0,India,2,171.0,3,1,1
4074862,Camellia A Boutique Floor Experience Worth Trying,4,55,6,7,16,0,6,0,2,1,21028140.0,India,2,115.0,1,0,2
25303597,Mukteshwar Orchard Stay - Family Suite (Sunbird),4,22,1,2,4,0,2,0,2,1,85252689.0,India,3,119.0,3,0,1
52848814,StayVista at Banjara Dreams - 1BR,0,2,1,1,4,0,1,0,2,1,427890925.0,India,1,210.0,3,1,1
588067308449754755,"Lake view, veg only, signature pool villa",0,2,6,7,16,0,6,0,2,1,240994772.0,India,1,1666.0,4,0,2
23886802,dzakri Falls Homestay,4,47,5,7,10,0,4,0,2,0,175406289.0,India,3,46.0,1,0,1
18801165,Apartment 3,4,60,2,2,4,0,2,0,2,1,126375447.0,India,1,92.0,1,1,1
619016314383105343,Heritage Mansion by royal architect- Hillview room,4,11,1,2,6,0,1,0,2,0,456839385.0,India,0,152.0,1,0,2
13301131,Old Likkir Traditional Farm Stay,4,66,1,5,7,0,3,0,1,1,75120757.0,India,2,114.0,2,1,1
39513454,Very Nice Homes (2 Bedrooms-first+second floor),4,45,2,3,6,0,2,0,2,1,245289967.0,India,1,102.0,3,0,2
21778423,An Eco-friendly Home for Nature lovers,4,50,5,9,16,0,4,0,1,2,158684989.0,India,2,42.0,4,0,2
50934285,Deluxe Room | Zostel Homes Burwa,0,1,1,1,2,0,1,0,2,1,156292477.0,India,1,57.0,1,0,2
24402204,"OurGuest Homestay Lachung (Breakfast, Dinner)",5,15,2,5,7,0,2,0,2,0,71758735.0,India,3,164.0,2,0,0
51526022,Private room with Kitchen at amar Front balcony,5,4,1,1,2,0,1,0,1,1,156395806.0,India,3,30.0,1,1,2
626482176442534648,Gurans- Cozy/exotic suite w/balcony & free parking,0,2,1,1,2,0,1,0,1,1,458577721.0,India,1,137.0,1,1,2
633092283785481257,StayVista at Maple @ Vintage Retreat w/ Patio,0,1,3,3,9,0,3,0,2,1,262573392.0,India,1,467.0,3,1,1
22168242,oolala-your lake house in the center of Udaipur(G),5,38,1,1,2,0,1,0,2,1,148028332.0,India,1,154.0,3,0,2
47917173,Private Quadruple Room at The Ceil Villa,4,12,1,2,4,0,1,0,2,2,316844373.0,Pakistan,3,116.0,1,0,2
30620540,"PALM34★ 4 bedroom apartment, Cook , A Luxury Stay★",5,5,4,4,12,0,4,0,2,1,84441865.0,India,2,340.0,3,0,2
24866246,Gusto Accommodation,4,20,3,3,6,0,3,0,2,1,169820386.0,Nepal,2,255.0,1,0,1
5997777,Haveli  - Large room in Art & Book filled mansion!,0,2,1,2,2,0,1,0,0,0,14819786.0,India,3,188.0,0,0,2
741163,Friendship Home Stay-Nepali Familys,4,81,2,8,8,0,4,0,1,2,3878176.0,Nepal,2,25.0,1,0,1
1939198,Round House with View of Lake & Pokhara 302,4,39,1,1,2,0,1,0,2,2,9985586.0,Nepal,1,47.0,0,0,1
632871951173168065,Homfortable Wildside - English Style Mint Suite,0,0,1,1,2,0,1,0,2,0,35072554.0,India,0,418.0,1,0,2
10929126,Burpeepal Cottage.,4,31,1,1,2,0,1,0,1,2,56592795.0,India,2,183.0,1,1,2
23820713,Keanna Village Home,5,6,3,8,8,0,3,0,2,2,178802568.0,India,3,91.0,1,1,0
18305010,Room no 1 First Floor,4,46,1,1,2,0,1,0,1,1,25799332.0,India,1,57.0,1,0,2
50107516,Four Bed Family Room Pool Villa in Udaipur,0,1,1,4,4,0,1,0,2,1,26145028.0,India,2,647.0,1,1,0
14919824,Royal Suite Room at Villa,4,18,1,2,4,0,1,0,2,1,93767709.0,India,1,114.0,1,0,2
446515,RAINFOREST HOUSE - RISHIKESH - ROOM 1,4,38,1,1,2,0,1,0,2,1,2217655.0,India,0,133.0,1,0,2
13067743,vantage homestay pelling,4,91,3,4,7,0,3,0,2,1,72426193.0,India,2,51.0,1,0,0
39630766,Reina boutique hotel - G6/3,4,37,1,1,3,0,1,0,2,2,186487715.0,Pakistan,1,90.0,3,0,3
49456636,Smart Bedroom Near Laxman Jhula,4,11,1,1,2,0,1,0,2,1,367179338.0,India,3,41.0,1,1,2
603654635047316271,4 SHARING  Ac  Deluxe Room with all Amenities,0,2,1,4,4,0,1,0,0,0,453544690.0,India,0,84.0,2,0,2
15526859,Four rooms with a lilly pond and a swimming pool,4,7,4,5,10,0,4,0,3,1,97581334.0,India,2,685.0,1,0,2
23885441,Superior room above McLeodganj great for trekking,5,4,1,1,3,0,1,0,2,1,19901310.0,India,2,49.0,1,0,1
40212517,Affordable Modern Room E @ Tapovan @Rishikesh,4,10,1,1,2,0,1,0,2,0,98625441.0,India,1,42.0,3,0,1
15140177,A  quiet place in Central Jodhpur,4,34,1,1,2,0,1,0,2,1,95112045.0,India,1,95.0,1,0,2
16149483,Well appointed room - Koregaon Park,4,61,1,1,2,0,1,0,2,1,56453462.0,India,1,67.0,1,0,3
40571746,"Tanaji strawberry farmhouse, Tapola,Mahabaleshwar.",4,7,3,6,16,0,3,0,0,0,178972076.0,India,2,50.0,1,0,0
18784454,Your Home Away From Home In Amritsar,4,60,1,3,3,0,1,0,1,1,110930711.0,India,1,37.0,1,0,2
30968088,Heritage Room with Veranda for two | Mahabaleshwar,0,1,1,1,3,0,1,0,2,1,229632991.0,India,0,143.0,1,0,2
614749798885680307,Charulata-the stay bed and breakfast with pool,0,0,4,5,10,0,5,0,2,2,455122013.0,India,1,57.0,3,0,0
