,id,name,rating,reviews,host_name,host_id,address,features,amenities,safety_rules,hourse_rules,img_links,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout
3912,640367785954168030,World-famous Ayder plateau,5.0,7,Kadir,462188975.0,"Çamlıhemşin, Rize, Turkey","3 guests,1 bedroom,3 beds,1 bathroom","Mountain view,Valley view,Kitchen,Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 12:00 pm,Pets are allowed",https://a0.muscache.com/im/pictures/f752147e-7fb7-4212-a863-5b9e77a141cb.jpg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-640367785954168030/original/f59f8d0d-e798-4086-ae97-0b7d967fbdfa.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-640367785954168030/original/06ed7a70-29cf-4aad-8a2f-87339e95cfca.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-640367785954168030/original/da6a09f2-8c2d-43d5-bafa-16806ef13d1e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-640367785954168030/original/f6ec54c9-4b26-4ab1-8c30-8612cf70c4c2.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,3512, Turkey,1,3,3,0,1,0, After 12 00 pm, 12 00 pm
3913,49752591,riverside charm,4.68,31,Youdit,59700377.0,"Yesud HaMa'ala, North District, Israel","3 guests,1 bedroom,2 beds,1 bathroom","River view,Kitchen,Dedicated workspace,Pets allowed,Central air conditioning,Garden,Refrigerator,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/2f4f9855-d59a-4ed7-8619-799c62a70979.jpg?im_w=720 https://a0.muscache.com/im/pictures/16d6366d-f849-47bf-bf54-dcbb3ab28fd6.jpg?im_w=720 https://a0.muscache.com/im/pictures/f79ae998-e518-46d9-bc97-257b26bf0936.jpg?im_w=720 https://a0.muscache.com/im/pictures/9e611007-7150-4fa0-ad3a-0f743cb159ca.jpg?im_w=720 https://a0.muscache.com/im/pictures/d269b405-d7c1-43e3-970a-a353942d3b21.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,20863, Israel,1,2,3,0,1,0, After 3 00 pm, 12 00 pm
3914,53208292,Luxury caravan truck in the Golan Heights,4.86,21,Adva,33125103.0,"Bruchim Qela' Alon, Israel","2 guests,1 bedroom,1 bed,1 bathroom","Kitchen,Wifi,Free parking on premises,Pets allowed,50"" HDTV,Central air conditioning,Cot,Travel cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No smoke alarm,󱠃,Heights without rails or protection,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,Pets are allowed",https://a0.muscache.com/im/pictures/miso/Hosting-53208292/original/c7d9d141-b777-4369-a68f-572ebaad4017.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-53208292/original/474a5799-af27-4788-97d8-1004387320e7.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-53208292/original/c1e4aa42-8e52-4bba-9912-55a62a3e5c24.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-53208292/original/04f0f948-db7e-4f4d-9430-3dc7d820d59d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-53208292/original/59f09dda-e8ea-4775-be1a-be4ac9aed153.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,12407, Israel,1,1,2,0,1,0, After 3 00 pm, 11 00 am
3915,23681356,Taurus The Truck - Spiti Valley,New,0,Captain Suresh,154787416.0,"Kaza, Himachal Pradesh, India","10 guests,6 bedrooms,10 beds,3 bathrooms","Kitchen,Wifi,Free parking on premises,Pets allowed,Indoor fireplace,High chair,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 2:00 am,Check out: 10:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/86868c0a-5a9f-4610-8405-4cc5378c4eb9.jpg?im_w=720 https://a0.muscache.com/im/pictures/d6c0d0a2-2392-442d-8baf-89b7ef5666a4.jpg?im_w=720 https://a0.muscache.com/im/pictures/0a233759-c896-420e-878e-dced5fcebeb8.jpg?im_w=720 https://a0.muscache.com/im/pictures/3314f870-662d-4287-a1ae-9dd4563b12b0.jpg?im_w=720 https://a0.muscache.com/im/pictures/6f4dd953-5577-470a-8b86-fa86327e317f.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,11400, India,3,10,10,0,6,0, 3 00 pm - 2 00 am, 10 00 am
3916,37299890,De Ngo Homebus and Coffee,4.91,11,Thanh,185294555.0,"Thành phố Đà Lạt, Lâm Đồng, Vietnam","2 guests,1 bedroom,1 bed,1 bathroom","Wifi,Free parking on premises,Pets allowed,Washing machine,Garden,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Pets are allowed",https://a0.muscache.com/im/pictures/d5f55d7d-10ab-49c5-9b27-4416509b86fd.jpg?im_w=720 https://a0.muscache.com/im/pictures/27568f35-964e-46bb-be0d-ad83857b35fe.jpg?im_w=720 https://a0.muscache.com/im/pictures/670cafd4-7343-4c94-aa6a-5de789400c77.jpg?im_w=720 https://a0.muscache.com/im/pictures/a4fa21a2-80a0-49d7-9bfe-5b9ac6789967.jpg?im_w=720 https://a0.muscache.com/im/pictures/5ff66fd1-39f1-4204-8822-dae0e94e35b2.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,1547, Vietnam,1,1,2,0,1,0, After 2 00 pm, 12 00 pm
3917,551401531185541370,"AVANTOUR
Delightful Camper Van",New,0,Georges,199150181.0,"Batroun, North Governorate, Lebanon","4 guests,1 bedroom,1 bed,1 bathroom","Bay view,Beach view,Kitchen,Free parking on premises,Garden,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Not Available,Not Available,https://a0.muscache.com/im/pictures/3c9c16ed-e893-4e21-b0e9-9251a45b6648.jpg?im_w=720 https://a0.muscache.com/im/pictures/d1e42527-75b0-4f3e-bc71-302128d5944e.jpg?im_w=720 https://a0.muscache.com/im/pictures/bd8646d8-ccb2-4836-9ecf-26ad985562bc.jpg?im_w=720 https://a0.muscache.com/im/pictures/dd823743-c8cb-4779-b78c-34023ad678bf.jpg?im_w=720 https://a0.muscache.com/im/pictures/697446c2-3696-4f9f-956f-73c9d66d1ca1.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,9126, Lebanon,1,1,4,0,1,0,NA,NA
3918,53892306,Batur Family RV- Ecological Farm,5.0,11,Orly,33221621.0,"Natur, Center District, Israel","5 guests,1 bedroom,4 beds,1 bathroom","Kitchen,Dedicated workspace,Free parking on premises,Air conditioning,Travel cot,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,󱠃,Climbing or play structure,Show more,Show more,","Check-in: 3:00 pm - 9:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",https://a0.muscache.com/im/pictures/e9920684-01c1-4a95-a56a-032eccc8222c.jpg?im_w=720 https://a0.muscache.com/im/pictures/cca093b1-cea1-4d15-9ed3-6ff4f12ae196.jpg?im_w=720 https://a0.muscache.com/im/pictures/9dd6ba5e-36a1-47ed-854b-8d0af9480c2b.jpg?im_w=720 https://a0.muscache.com/im/pictures/0d48d7be-6ee0-4b15-9b84-ff66de06a53e.jpg?im_w=720 https://a0.muscache.com/im/pictures/a07660c7-388d-4ec4-81ac-4ec4f05d9a01.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,13407, Israel,1,4,5,0,1,0, 3 00 pm - 9 00 pm,NA
3919,592668956617599048,Teva-Van,New,1,Ido & Liron,3437627.0,"Tziv'on, North District, Israel","4 guests,1 bedroom,2 beds,Toilet with sink","Mountain view,Kitchen,Free parking on premises,Pets allowed,Garden,High chair,Refrigerator,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,󱠃,Security camera/recording device Show more,Show more,Show more,","Check-in: After 1:00 pm,No smoking,No parties or events,Pets are allowed",https://a0.muscache.com/im/pictures/miso/Hosting-592668956617599048/original/93ec95e6-b267-4b29-a2f1-ad8eb5e62ef6.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-592668956617599048/original/3e8de35a-860c-41da-b323-4dbe005ec3b7.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-592668956617599048/original/985455a2-d7e2-4902-a316-5a1768f5bb85.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-592668956617599048/original/a7f121a2-df52-4fa4-8bb9-81366a282f4e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-592668956617599048/original/a9879ba2-6fde-4227-af2a-17c19d2e8c5d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,16753, Israel,0,2,4,1,1,0, After 1 00 pm,NA
3920,40239122,Sweet Trailer(RV)in the grassland 森林精靈露營車!!,5.0,3,Elizabeth,310779373.0,"Shoufeng Township, Taiwan","2 guests,1 bedroom,1 bed,1 bathroom","Wifi,Free parking on premises,TV,Air conditioning,Garden,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 9:00 pm,No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/5b998d4d-824c-4131-b7cd-eafc709ef746.jpg?im_w=720 https://a0.muscache.com/im/pictures/ae3eae7c-3888-4f64-91d1-389357a0f668.jpg?im_w=720 https://a0.muscache.com/im/pictures/a998584c-a33a-4327-b74f-4f6992f08cb3.jpg?im_w=720 https://a0.muscache.com/im/pictures/c66c72ac-f848-4cbc-9545-d08d09f843f4.jpg?im_w=720 https://a0.muscache.com/im/pictures/fcdf5f20-5e54-4632-a86e-a2b2e7ba4143.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,7984, Taiwan,1,1,2,0,1,0, 3 00 pm - 9 00 pm,NA
3921,49344111,RV in the Greek Village of Hala Valley,4.67,9,Sagi Levy,39878838.0,"Ma'ayan Baruch, North District, Israel","4 guests,2 beds,1 bathroom","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 4:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",https://a0.muscache.com/im/pictures/b48ac67c-42c2-4bf7-9777-cae293709ab5.jpg?im_w=720 https://a0.muscache.com/im/pictures/99c1d103-05cf-4b03-a23f-638ee1d3609c.jpg?im_w=720 https://a0.muscache.com/im/pictures/4f3316d5-9f93-4dcd-b60a-160a88a637b3.jpg?im_w=720 https://a0.muscache.com/im/pictures/211ba3fb-6da5-4326-a686-606a06a896d7.jpg?im_w=720 https://a0.muscache.com/im/pictures/334219fe-140d-40b2-84ad-e589c5ea2a80.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/99c1d103-05cf-4b03-a23f-638ee1d3609c.jpg?im_w=720,12552, Israel,1,2,4,0,0,0, 2 00 pm - 4 00 pm,NA
3922,637580082543702682,The Shakedah - a romantic camping experience in the shkedya trailer,New,1,שקד,422813019.0,"Mitzpe Ramon, South District, Israel","3 guests,1 bedroom,2 beds,1 bathroom","Desert view,Mountain view,Kitchen,Dedicated workspace,Free parking on premises,Private pool,Central air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,󱠃,Pool/hot tub without a gate or lock,󱠃,Nearby lake, river, other body of water,Show more,Show more,","Check-in: After 3:00 pm,Self check-in with lockbox,No pets,No parties or events,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/1e356ac5-5039-45c8-a012-c657b9b8a3b1.jpg?im_w=720 https://a0.muscache.com/im/pictures/1a88bfd8-9666-4707-90b3-46b621e2cc13.jpg?im_w=720 https://a0.muscache.com/im/pictures/bb257862-d57d-431e-83d8-16eaaacc4939.jpg?im_w=720 https://a0.muscache.com/im/pictures/35c8f5de-2201-4340-9ce7-964ef14b2944.jpg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-637580082543702682/original/20211705-bf18-4a8c-94c2-a45f2cb0ff70.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,24424, Israel,1,2,3,0,1,0, After 3 00 pm,NA
3923,52696429,"Ein Gedi Caravan
by Dory Caravans",5.0,6,Gil,426569708.0,"Ein Gedi, South District, Israel","5 guests,5 bedrooms,6 beds,1 bathroom","Beach view,Desert view,Kitchen,Free parking on premises,Shared pool,Air conditioning,Patio or balcony,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,󱠃,Nearby lake, river, other body of water,Show more,Show more,","Check-in: 2:00 pm - 6:00 pm,Check out: 11:00 am,No smoking,No pets",https://a0.muscache.com/im/pictures/miso/Hosting-52696429/original/46a87f00-988d-4606-b686-2a1875bc749d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52696429/original/bc679a1f-453b-40ab-826e-e49d86f81a5d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52696429/original/6467a129-c6f3-44cf-b00b-cd6156373750.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52696429/original/17cfb06b-a78e-4a25-b2cc-fbf91d969697.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52696429/original/c6b7bd5d-bab9-4158-98bf-be07316955ef.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,24647, Israel,1,6,5,0,5,0, 2 00 pm - 6 00 pm, 11 00 am
3924,8732085,墾丁後壁湖 露營車民宿 Kenting Camping car,4.67,7,靖玲,43933973.0,"Hengchun Township, Taiwan","4 guests,1 bedroom,1 bed,1 bathroom","Wifi,Free parking on premises,Hot tub,TV with standard cable/satellite,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am",https://a0.muscache.com/im/pictures/3fe5fdff-a52b-4165-9f92-314656694d02.jpg?im_w=720 https://a0.muscache.com/im/pictures/7c6e5796-40ea-43c7-b43b-f8643c399218.jpg?im_w=720 https://a0.muscache.com/im/pictures/110682052/016b9f4d_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/110682033/c8ade583_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/110682013/80bf9f90_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,9028, Taiwan,1,1,4,0,1,0, After 3 00 pm, 11 00 am
3925,52397704,Luxury one bed room Caravan with beauty mountain,New,1,Mohammed,414942638.0,"Al Namas, Aseer Province, Saudi Arabia","4 guests,1 bedroom,1 bathroom","Kitchen,Free parking on premises,TV,Air conditioning,Private patio or balcony,Indoor fireplace,Fire pit,Refrigerator,Microwave,Bluetooth sound system","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,Nearby lake, river, other body of water,󱠃,Heights without rails or protection,󱠃,Climbing or play structure,Carbon monoxide alarm,Show more,Show more,",Check-in: After 3:00 pm,https://a0.muscache.com/im/pictures/miso/Hosting-52397704/original/012a2729-79c9-42ed-b275-d6abb750ccd7.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52397704/original/07dbbf59-47b3-4f7c-9c08-9a484987327d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52397704/original/572fa6ec-6a31-4013-9a6d-f899563e2827.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52397704/original/dc5f4003-0e3c-488e-a622-5395bbb736e1.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-52397704/original/acf79d3f-b4e6-4bc3-bbc5-4d2f58924d49.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,24273, Saudi Arabia,1,0,4,0,1,0, After 3 00 pm,NA
3926,565933177790928816,Delightful Camper in Kidmat Tzvi,New,0,Daniel,63275695.0,"Kidmat Tsvi, Israel","2 guests,1 bedroom,1 bed,0 bathrooms","Kitchen,Pets allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,No smoking,Pets are allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/miso/Hosting-565933177790928816/original/65cdf9fe-564c-4411-8304-9a19e895dba8.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-565933177790928816/original/416af1d2-052e-4d3a-8f3a-50895cf46930.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-565933177790928816/original/4363a086-8488-421b-9cfb-5adf9173ffc5.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-565933177790928816/original/709f45a9-cf53-4073-81d8-6372412ba039.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-565933177790928816/original/fba5c254-3ecb-482a-b9a1-babcc92cf386.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,5564, Israel,0,1,2,0,1,0, After 3 00 pm,NA
3927,54153942,Experience a Wonderful Vacation with a  Campervan,New,1,Samed,143274797.0,"Muratpaşa, Antalya, Turkey","2 guests,1 bedroom,1 bed,Toilet with sink","Mountain view,Sea view,Public or shared beach access – Beachfront,Kitchen,Wifi – 46 Mbps,Dedicated workspace,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,",Check-in: After 3:00 pm,https://a0.muscache.com/im/pictures/miso/Hosting-54153942/original/0413bd7a-f9e0-4752-af70-e6bd13c52bb2.jpeg?im_w=720 https://a0.muscache.com/im/pictures/94a83d46-1bef-4338-804c-08ce18f81ab2.jpg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-54153942/original/5f29ec25-001d-4503-a995-3ed0ab8230f6.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-54153942/original/269b7baa-6fa1-4c68-b19c-cce9c0f1de09.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-54153942/original/961ecfb7-4970-4a2c-9c3a-66c090bffe03.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,4516, Turkey,0,1,2,1,1,0, After 3 00 pm,NA
3928,628432763517620547,Experience Home Trailer Camping and farmstay,New,0,Jade,459464001.0,"Pililla, Calabarzon, Philippines","6 guests,1 bedroom,2 beds,1 bathroom","Garden view,Mountain view,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,Private backyard – Not fully fenced,Indoor fireplace: wood-burning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,No smoke alarm,󱠃,Heights without rails or protection,󱠃,May encounter potentially dangerous animals,Show more,Show more,","Check-in: 3:00 pm - 5:00 pm,Check out: 2:00 pm,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/miso/Hosting-628432763517620547/original/1d73d159-777e-4419-9231-49fe3be8578d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-628432763517620547/original/2831621c-3a7d-48c2-9cf5-4605f98bb2b1.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-628432763517620547/original/2942fc7a-e38e-4e1d-a5dd-7ca3b1c682cc.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-628432763517620547/original/3fe73cea-1422-4f28-8411-56abb3600d1d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-628432763517620547/original/2299f27a-cf64-47c2-829d-c2d69b97c862.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,12988, Philippines,1,2,6,0,1,0, 3 00 pm - 5 00 pm, 2 00 pm
3929,32179491,Campervan Tbilisi,4.72,18,Joni,241179083.0,"T'bilisi, Tbilisi, Georgia","2 guests,1 bedroom,1 bed,Toilet with sink","Harbour view,Sea view,Beach access,Kitchen,Wifi,Free parking on premises,Pets allowed,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,No smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,No smoking,Pets are allowed",https://a0.muscache.com/im/pictures/e6580953-0392-461b-b5e9-2011445e3d5a.jpg?im_w=720 https://a0.muscache.com/im/pictures/fece11ba-c55e-4322-8900-5fffcb98e3f9.jpg?im_w=720 https://a0.muscache.com/im/pictures/2d5aa0c9-a995-4b70-bdd9-f0bab2ee6f8a.jpg?im_w=720 https://a0.muscache.com/im/pictures/e84e500a-2d1d-4da0-bca4-39871830bc52.jpg?im_w=720 https://a0.muscache.com/im/pictures/49cb04a5-3520-4ea0-bf9b-e817c95f12d3.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,6895, Georgia,0,1,2,1,1,0, After 3 00 pm,NA
3930,29511906,european  caravan   on the sea,New,2,Alex,222049230.0,"Eilat, South District, Israel","6 guests,5 beds,1 bathroom","Kitchen,Free parking on premises,TV,Air conditioning,Indoor fireplace,Smoking allowed","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 10:00 am,No pets,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/b18e3131-4ca0-4847-9c85-6a95e533bd57.jpg?im_w=720 https://a0.muscache.com/im/pictures/bb330f8b-df13-45bc-9aa9-634764400383.jpg?im_w=720 https://a0.muscache.com/im/pictures/3c1c5cbf-118b-4a45-9be7-0b059ce009e4.jpg?im_w=720 https://a0.muscache.com/im/pictures/becf31a7-4fe0-4c3b-92b0-31f61c36cff8.jpg?im_w=720 https://a0.muscache.com/im/pictures/2071f911-637c-42b6-9182-01d4160006c2.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,14777, Israel,1,5,6,0,0,0, After 3 00 pm, 10 00 am
3931,581464715887466365,Red Coastal Caravan - Red Sea Beach caravan,5.0,7,Gilad,44231544.0,"Eilat, South District, Israel","6 guests,1 bedroom,4 beds,1 bathroom","Beach access,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 11:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",https://a0.muscache.com/im/pictures/miso/Hosting-575064628136419818/original/77fcb443-9359-4cd4-9cbf-4d4e94b8d04e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-575064628136419818/original/a906103e-c8b1-4b38-80db-16f5152ea489.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-575064628136419818/original/4711a511-45a0-4cff-a8a0-89764007fb17.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-575064628136419818/original/ffd973c2-042a-4943-9d9b-de4068c3aece.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-575064628136419818/original/115d8429-7abc-4ad6-ae88-d327107dc312.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,17551, Israel,1,4,6,0,1,0, 3 00 pm - 11 00 pm, 11 00 am
